sname,dname,cname,enroll12,NumTstTakr,AvgScrEng,AvgScrRead,AvgScrMath,AvgScrSci,NumGE21,PctGE21,year
Chino High,Chino Valley Unified,San Bernardino,526,39,21,22,22,21,21,53.85,2017-18
,Colton Joint Unified,San Bernardino,1664,161,18,19,19,19,48,29.81,2017-18
Grand Terrace High School at the Ray Abril Jr. Edu,Colton Joint Unified,San Bernardino,511,53,19,20,19,19,16,30.19,2017-18
Washington High,Colton Joint Unified,San Bernardino,33,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Bloomington High,Colton Joint Unified,San Bernardino,470,32,18,19,19,19,10,31.25,2017-18
Colton High,Colton Joint Unified,San Bernardino,467,76,18,19,19,18,22,28.95,2017-18
,Fontana Unified,San Bernardino,3111,2744,14,16,16,16,372,13.56,2017-18
Summit High,Fontana Unified,San Bernardino,579,540,16,17,18,17,121,22.41,2017-18
Jurupa Hills High,Fontana Unified,San Bernardino,503,481,15,16,17,16,61,12.68,2017-18
Eric Birch High (Continuation),Fontana Unified,San Bernardino,150,109,11,12,14,13,0,0.00,2017-18
Citrus High (Continuation),Fontana Unified,San Bernardino,224,135,10,11,14,12,0,0.00,2017-18
Fontana A. B. Miller High,Fontana Unified,San Bernardino,521,456,14,16,16,16,53,11.62,2017-18
Henry J. Kaiser High,Fontana Unified,San Bernardino,549,502,14,16,16,16,73,14.54,2017-18
Fontana High,Fontana Unified,San Bernardino,573,521,14,16,17,16,64,12.28,2017-18
,Helendale Elementary,San Bernardino,207,6,*,*,*,*,*,*,2017-18
Academy of Careers and Exploration,Helendale Elementary,San Bernardino,53,6,*,*,*,*,*,*,2017-18
Empire Springs Charter,Helendale Elementary,San Bernardino,31,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Independence Charter Academy,Helendale Elementary,San Bernardino,29,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Alta Vista South Public Charter,Helendale Elementary,San Bernardino,81,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
,Morongo Unified,San Bernardino,585,32,23,24,22,22,25,78.13,2017-18
Twentynine Palms High,Morongo Unified,San Bernardino,176,15,24,25,24,23,13,86.67,2017-18
Yucca Valley High,Morongo Unified,San Bernardino,309,17,22,23,21,22,12,70.59,2017-18
,Needles Unified,San Bernardino,64,1,*,*,*,*,*,*,2017-18
Needles High,Needles Unified,San Bernardino,53,1,*,*,*,*,*,*,2017-18
,Oro Grande Elementary,San Bernardino,612,28,19,20,19,19,11,39.29,2017-18
Mojave River Academy,Oro Grande Elementary,San Bernardino,482,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Riverside Preparatory,Oro Grande Elementary,San Bernardino,130,28,19,20,19,19,11,39.29,2017-18
,Redlands Unified,San Bernardino,1866,210,22,23,22,22,125,59.52,2017-18
Citrus Valley High,Redlands Unified,San Bernardino,532,62,24,24,24,24,41,66.13,2017-18
Redlands eAcademy,Redlands Unified,San Bernardino,10,1,*,*,*,*,*,*,2017-18
Redlands East Valley High,Redlands Unified,San Bernardino,496,99,20,21,21,21,46,46.46,2017-18
Grove,Redlands Unified,San Bernardino,25,3,*,*,*,*,*,*,2017-18
Redlands Senior High,Redlands Unified,San Bernardino,576,45,25,25,24,23,35,77.78,2017-18
,Rialto Unified,San Bernardino,2016,280,18,18,19,18,65,23.21,2017-18
Wilmer Amina Carter High,Rialto Unified,San Bernardino,580,81,16,17,18,18,14,17.28,2017-18
Zupanic High,Rialto Unified,San Bernardino,58,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Rialto High,Rialto Unified,San Bernardino,635,111,18,19,19,19,28,25.23,2017-18
Eisenhower Senior High,Rialto Unified,San Bernardino,559,88,18,19,19,19,23,26.14,2017-18
,Rim of the World Unified,San Bernardino,274,26,26,26,24,25,20,76.92,2017-18
Rim of the World Senior High,Rim of the World Unified,San Bernardino,245,26,26,26,24,25,20,76.92,2017-18
,San Bernardino City Unified,San Bernardino,3543,590,18,19,19,19,165,27.97,2017-18
Public Safety Academy,San Bernardino City Unified,San Bernardino,55,2,*,*,*,*,*,*,2017-18
Options for Youth-San Bernardino,San Bernardino City Unified,San Bernardino,79,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Indian Springs High,San Bernardino City Unified,San Bernardino,353,117,16,17,18,18,25,21.37,2017-18
Provisional Accelerated Learning Academy,San Bernardino City Unified,San Bernardino,96,1,*,*,*,*,*,*,2017-18
Arroyo Valley High,San Bernardino City Unified,San Bernardino,566,79,17,19,18,19,21,26.58,2017-18
Middle College High,San Bernardino City Unified,San Bernardino,66,67,19,20,20,19,26,38.81,2017-18
Cajon High,San Bernardino City Unified,San Bernardino,667,134,19,20,19,19,43,32.09,2017-18
Pacific High,San Bernardino City Unified,San Bernardino,267,78,16,17,17,18,12,15.38,2017-18
San Bernardino High,San Bernardino City Unified,San Bernardino,296,76,17,19,18,18,19,25.00,2017-18
San Gorgonio High,San Bernardino City Unified,San Bernardino,419,36,20,22,20,20,19,52.78,2017-18
California STEAM San Bernardino,Trona Joint Unified,San Bernardino,127,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Trona High,Trona Joint Unified,San Bernardino,19,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
,Victor Valley Union High,San Bernardino,2324,301,19,20,19,19,108,35.88,2017-18
University Preparatory,Victor Valley Union High,San Bernardino,178,77,23,23,22,22,46,59.74,2017-18
Adelanto High,Victor Valley Union High,San Bernardino,431,64,17,18,18,18,16,25.00,2017-18
Options for Youth-Victorville Charter,Victor Valley Union High,San Bernardino,154,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Excelsior Charter,Victor Valley Union High,San Bernardino,303,9,*,*,*,*,*,*,2017-18
Silverado High,Victor Valley Union High,San Bernardino,577,53,17,19,17,19,13,24.53,2017-18
Victor Valley High,Victor Valley Union High,San Bernardino,474,86,18,19,19,18,23,26.74,2017-18
Cobalt Institute of Math and Science Academy,Victor Valley Union High,San Bernardino,78,12,*,*,*,*,*,*,2017-18
,Yucaipa-Calimesa Joint Unified,San Bernardino,773,74,21,23,23,23,48,64.86,2017-18
Yucaipa High,Yucaipa-Calimesa Joint Unified,San Bernardino,656,74,21,23,23,23,48,64.86,2017-18
,Silver Valley Unified,San Bernardino,78,9,*,*,*,*,*,*,2017-18
Silver Valley High,Silver Valley Unified,San Bernardino,65,9,*,*,*,*,*,*,2017-18
,Snowline Joint Unified,San Bernardino,553,55,22,23,24,23,40,72.73,2017-18
Serrano High,Snowline Joint Unified,San Bernardino,453,55,22,23,24,23,40,72.73,2017-18
,Hesperia Unified,San Bernardino,2009,260,18,19,19,19,95,36.54,2017-18
Summit Leadership Academy-High Desert,Hesperia Unified,San Bernardino,59,3,*,*,*,*,*,*,2017-18
Mirus Secondary,Hesperia Unified,San Bernardino,81,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Encore Jr./Sr. High School for the Performing and,Hesperia Unified,San Bernardino,148,9,*,*,*,*,*,*,2017-18
Oak Hills High,Hesperia Unified,San Bernardino,508,147,18,19,20,19,57,38.78,2017-18
Hesperia High,Hesperia Unified,San Bernardino,440,78,17,18,18,18,20,25.64,2017-18
Sultana High,Hesperia Unified,San Bernardino,424,21,19,20,20,20,11,52.38,2017-18
Shadow Ridge,Hesperia Unified,San Bernardino,40,2,*,*,*,*,*,*,2017-18
,Lucerne Valley Unified,San Bernardino,191,3,*,*,*,*,*,*,2017-18
Sky Mountain Charter,Lucerne Valley Unified,San Bernardino,47,3,*,*,*,*,*,*,2017-18
Alta Vista Innovation High,Lucerne Valley Unified,San Bernardino,95,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Lucerne Valley High,Lucerne Valley Unified,San Bernardino,43,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
,Upland Unified,San Bernardino,864,107,23,23,23,22,75,70.09,2017-18
Upland High,Upland Unified,San Bernardino,749,107,23,23,23,22,75,70.09,2017-18
,Apple Valley Unified,San Bernardino,1024,74,20,21,20,21,33,44.59,2017-18
Apple Valley High,Apple Valley Unified,San Bernardino,533,39,20,21,20,21,18,46.15,2017-18
Granite Hills High,Apple Valley Unified,San Bernardino,359,23,19,20,20,20,8,34.78,2017-18
High Desert Premier Academy,Apple Valley Unified,San Bernardino,30,1,*,*,*,*,*,*,2017-18
Academy for Academic Excellence,Apple Valley Unified,San Bernardino,97,11,*,*,*,*,*,*,2017-18
       ,     ,San Diego,42229,9288,23,24,23,23,6136,66.06,2017-18
,San Diego County Office of Education,San Diego,607,8,*,*,*,*,*,*,2017-18
San Pasqual Academy,San Diego County Office of Education,San Diego,31,7,*,*,*,*,*,*,2017-18
Monarch,San Diego County Office of Education,San Diego,19,1,*,*,*,*,*,*,2017-18
Literacy First Charter,San Diego County Office of Education,San Diego,81,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
,Borrego Springs Unified,San Diego,268,1,*,*,*,*,*,*,2017-18
San Diego Workforce Innovation High,Borrego Springs Unified,San Diego,227,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Borrego Springs High,Borrego Springs Unified,San Diego,37,1,*,*,*,*,*,*,2017-18
,Chula Vista Elementary,San Diego,155,16,18,19,17,18,1,6.25,2017-18
Mueller Charter (Robert L.),Chula Vista Elementary,San Diego,81,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Chula Vista Learning Community Charter,Chula Vista Elementary,San Diego,74,16,18,19,17,18,1,6.25,2017-18
,Coronado Unified,San Diego,312,166,26,27,25,25,145,87.35,2017-18
Coronado High,Coronado Unified,San Diego,311,166,26,27,25,25,145,87.35,2017-18
,Dehesa Elementary,San Diego,293,12,*,*,*,*,*,*,2017-18
Diego Hills Charter,Dehesa Elementary,San Diego,32,4,*,*,*,*,*,*,2017-18
Valiant Academy of Southern California,Dehesa Elementary,San Diego,49,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Inspire Charter School - South,Dehesa Elementary,San Diego,64,6,*,*,*,*,*,*,2017-18
Diego Hills Central Public Charter,Dehesa Elementary,San Diego,69,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Dehesa Charter,Dehesa Elementary,San Diego,49,2,*,*,*,*,*,*,2017-18
,Escondido Union High,San Diego,2425,518,21,22,21,21,263,50.77,2017-18
Classical Academy High,Escondido Union High,San Diego,255,57,26,26,26,25,51,89.47,2017-18
Del Lago Academy - Campus of Applied Science,Escondido Union High,San Diego,170,61,22,22,22,23,36,59.02,2017-18
San Pasqual High,Escondido Union High,San Diego,543,85,23,24,22,22,57,67.06,2017-18
Escondido Charter High,Escondido Union High,San Diego,206,35,24,24,26,23,26,74.29,2017-18
Escondido High,Escondido Union High,San Diego,605,133,19,20,20,19,50,37.59,2017-18
Orange Glen High,Escondido Union High,San Diego,484,147,18,20,18,18,43,29.25,2017-18
,Fallbrook Union High,San Diego,542,45,22,24,23,22,27,60.00,2017-18
Oasis High (Alternative),Fallbrook Union High,San Diego,30,4,*,*,*,*,*,*,2017-18
Fallbrook High,Fallbrook Union High,San Diego,442,41,23,24,24,23,26,63.41,2017-18
,Grossmont Union High,San Diego,5405,1008,22,22,22,22,610,60.52,2017-18
IDEA Center,Grossmont Union High,San Diego,57,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Valhalla High,Grossmont Union High,San Diego,557,127,24,24,25,23,99,77.95,2017-18
West Hills High,Grossmont Union High,San Diego,440,79,25,26,24,24,66,83.54,2017-18
Steele Canyon High,Grossmont Union High,San Diego,520,106,22,23,23,23,77,72.64,2017-18
Grossmont Middle College High,Grossmont Union High,San Diego,41,17,26,25,24,24,15,88.24,2017-18
El Cajon Valley High,Grossmont Union High,San Diego,529,79,17,18,19,18,17,21.52,2017-18
El Capitan High,Grossmont Union High,San Diego,363,40,21,23,22,22,25,62.50,2017-18
Granite Hills High,Grossmont Union High,San Diego,584,142,21,22,23,22,85,59.86,2017-18
Grossmont High,Grossmont Union High,San Diego,583,75,23,24,23,22,48,64.00,2017-18
Helix High,Grossmont Union High,San Diego,616,218,21,22,22,21,116,53.21,2017-18
Monte Vista High,Grossmont Union High,San Diego,349,28,21,22,21,21,13,46.43,2017-18
Mount Miguel High,Grossmont Union High,San Diego,280,34,18,19,19,18,9,26.47,2017-18
Santana High,Grossmont Union High,San Diego,376,50,22,22,23,22,35,70.00,2017-18
,Jamul-Dulzura Union Elementary,San Diego,13,1,*,*,*,*,*,*,2017-18
Greater San Diego Academy,Jamul-Dulzura Union Elementary,San Diego,13,1,*,*,*,*,*,*,2017-18
,Julian Union Elementary,San Diego,196,7,*,*,*,*,*,*,2017-18
Diego Valley Charter,Julian Union Elementary,San Diego,61,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Julian Charter,Julian Union Elementary,San Diego,125,7,*,*,*,*,*,*,2017-18
,Julian Union High,San Diego,37,2,*,*,*,*,*,*,2017-18
Julian High,Julian Union High,San Diego,37,2,*,*,*,*,*,*,2017-18
,Lakeside Union Elementary,San Diego,106,15,24,23,23,23,11,73.33,2017-18
National University Academy,Lakeside Union Elementary,San Diego,50,1,*,*,*,*,*,*,2017-18
River Valley Charter,Lakeside Union Elementary,San Diego,56,14,*,*,*,*,*,*,2017-18
,Mountain Empire Unified,San Diego,385,19,17,21,19,19,6,31.58,2017-18
San Diego Virtual,Mountain Empire Unified,San Diego,207,5,*,*,*,*,*,*,2017-18
Pivot Charter School - San Diego,Mountain Empire Unified,San Diego,30,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Compass Charter Schools of San Diego,Mountain Empire Unified,San Diego,28,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Mountain Empire High,Mountain Empire Unified,San Diego,85,14,*,*,*,*,*,*,2017-18
,Poway Unified,San Diego,2735,1024,27,27,26,26,886,86.52,2017-18
Del Norte High,Poway Unified,San Diego,495,240,28,28,27,26,213,88.75,2017-18
Mt. Carmel High,Poway Unified,San Diego,468,154,26,26,26,25,132,85.71,2017-18
Rancho Bernardo High,Poway Unified,San Diego,547,167,26,26,26,24,137,82.04,2017-18
Westview High,Poway Unified,San Diego,571,261,28,28,28,27,234,89.66,2017-18
Poway High,Poway Unified,San Diego,542,202,25,26,25,24,170,84.16,2017-18
,Ramona City Unified,San Diego,442,114,21,22,22,22,70,61.40,2017-18
Mountain Valley Academy,Ramona City Unified,San Diego,27,3,*,*,*,*,*,*,2017-18
Ramona High,Ramona City Unified,San Diego,337,111,21,22,22,22,67,60.36,2017-18
,San Diego Unified,San Diego,9665,2414,22,23,22,22,1391,57.62,2017-18
High Tech High International,San Diego Unified,San Diego,99,25,23,23,21,20,16,64.00,2017-18
Learning Choice Academy,San Diego Unified,San Diego,109,8,*,*,*,*,*,*,2017-18
San Diego International Studies,San Diego Unified,San Diego,202,84,25,25,23,24,59,70.24,2017-18
San Diego Business/Leadership,San Diego Unified,San Diego,142,24,15,17,17,16,3,12.50,2017-18
Kearny Digital Media & Design,San Diego Unified,San Diego,82,6,*,*,*,*,*,*,2017-18
Kearny SCT,San Diego Unified,San Diego,102,20,20,20,20,22,12,60.00,2017-18
Kearny College Connections,San Diego Unified,San Diego,91,17,20,20,19,21,5,29.41,2017-18
"Kearny Eng, Innov & Design",San Diego Unified,San Diego,69,6,*,*,*,*,*,*,2017-18
Crawford High,San Diego Unified,San Diego,280,74,18,19,18,18,20,27.03,2017-18
San Diego Science and Technology,San Diego Unified,San Diego,136,29,18,20,19,19,11,37.93,2017-18
San Diego Metro Career and Tech,San Diego Unified,San Diego,28,19,21,20,19,20,8,42.11,2017-18
High Tech High Media Arts,San Diego Unified,San Diego,89,44,20,21,19,20,17,38.64,2017-18
Lincoln High,San Diego Unified,San Diego,346,52,17,18,18,17,14,26.92,2017-18
Health Sciences High,San Diego Unified,San Diego,135,6,*,*,*,*,*,*,2017-18
East Village High,San Diego Unified,San Diego,24,8,*,*,*,*,*,*,2017-18
King-Chavez Community High,San Diego Unified,San Diego,136,28,16,17,16,18,5,17.86,2017-18
Gompers Preparatory Academy,San Diego Unified,San Diego,139,126,14,15,16,15,5,3.97,2017-18
iHigh Virtual Academy,San Diego Unified,San Diego,12,2,*,*,*,*,*,*,2017-18
School for Entrepreneurship and Technology,San Diego Unified,San Diego,70,11,*,*,*,*,*,*,2017-18
e3 Civic High,San Diego Unified,San Diego,102,15,20,21,21,20,8,53.33,2017-18
Laurel Preparatory Academy,San Diego Unified,San Diego,47,2,*,*,*,*,*,*,2017-18
Ingenuity Charter,San Diego Unified,San Diego,71,1,*,*,*,*,*,*,2017-18
Serra High,San Diego Unified,San Diego,399,69,25,24,25,24,49,71.01,2017-18
Mira Mesa High,San Diego Unified,San Diego,537,81,24,24,25,24,61,75.31,2017-18
Twain High,San Diego Unified,San Diego,194,1,*,*,*,*,*,*,2017-18
University City High,San Diego Unified,San Diego,456,155,25,25,24,24,117,75.48,2017-18
San Diego SCPA,San Diego Unified,San Diego,183,15,23,24,21,22,9,60.00,2017-18
Mt. Everest Academy,San Diego Unified,San Diego,30,11,*,*,*,*,*,*,2017-18
Scripps Ranch High,San Diego Unified,San Diego,509,227,26,26,26,25,200,88.11,2017-18
Charter School of San Diego,San Diego Unified,San Diego,647,11,*,*,*,*,*,*,2017-18
Preuss School UCSD,San Diego Unified,San Diego,98,94,20,20,21,19,37,39.36,2017-18
Clairemont High,San Diego Unified,San Diego,215,41,24,25,23,23,34,82.93,2017-18
High Tech High,San Diego Unified,San Diego,138,44,22,23,21,21,26,59.09,2017-18
Audeo Charter,San Diego Unified,San Diego,151,5,*,*,*,*,*,*,2017-18
Henry High,San Diego Unified,San Diego,536,196,25,25,25,24,153,78.06,2017-18
Hoover High,San Diego Unified,San Diego,478,208,17,18,19,18,65,31.25,2017-18
La Jolla High,San Diego Unified,San Diego,371,179,28,27,27,26,153,85.47,2017-18
Madison High,San Diego Unified,San Diego,243,69,21,22,20,20,33,47.83,2017-18
Mission Bay High,San Diego Unified,San Diego,224,50,22,24,21,22,31,62.00,2017-18
Morse High,San Diego Unified,San Diego,380,64,20,22,21,21,32,50.00,2017-18
Point Loma High,San Diego Unified,San Diego,431,187,24,24,23,23,130,69.52,2017-18
The O'Farrell Charter,San Diego Unified,San Diego,109,100,16,18,19,18,28,28.00,2017-18
,San Dieguito Union High,San Diego,2174,1244,28,28,27,27,1122,90.19,2017-18
Canyon Crest Academy,San Dieguito Union High,San Diego,601,395,30,29,29,28,375,94.94,2017-18
Torrey Pines High,San Dieguito Union High,San Diego,597,365,28,28,27,27,339,92.88,2017-18
La Costa Canyon High,San Dieguito Union High,San Diego,431,240,26,25,25,25,198,82.50,2017-18
San Dieguito High Academy,San Dieguito Union High,San Diego,477,244,27,26,25,25,210,86.07,2017-18
,Spencer Valley Elementary,San Diego,306,5,*,*,*,*,*,*,2017-18
Insight @ San Diego,Spencer Valley Elementary,San Diego,109,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
California Virtual Academy @ San Diego,Spencer Valley Elementary,San Diego,197,5,*,*,*,*,*,*,2017-18
,Sweetwater Union High,San Diego,8078,1319,21,22,21,21,657,49.81,2017-18
Olympian High,Sweetwater Union High,San Diego,699,165,21,22,21,21,90,54.55,2017-18
Southwest Senior High,Sweetwater Union High,San Diego,532,77,19,20,18,19,23,29.87,2017-18
Bonita Vista Senior High,Sweetwater Union High,San Diego,624,87,23,23,23,23,58,66.67,2017-18
Castle Park Senior High,Sweetwater Union High,San Diego,352,34,19,20,19,20,14,41.18,2017-18
Eastlake High,Sweetwater Union High,San Diego,854,214,23,24,23,22,158,73.83,2017-18
Chula Vista Senior High,Sweetwater Union High,San Diego,666,110,19,20,19,20,38,34.55,2017-18
Options Secondary,Sweetwater Union High,San Diego,28,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
MAAC Community Charter,Sweetwater Union High,San Diego,203,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
San Ysidro High,Sweetwater Union High,San Diego,674,169,19,19,20,19,62,36.69,2017-18
Otay Ranch Senior High,Sweetwater Union High,San Diego,693,141,22,23,21,22,85,60.28,2017-18
Hilltop Senior High,Sweetwater Union High,San Diego,563,60,21,22,21,21,34,56.67,2017-18
Mar Vista Senior High,Sweetwater Union High,San Diego,454,63,20,20,20,20,25,39.68,2017-18
Sweetwater High,Sweetwater Union High,San Diego,767,135,19,20,20,20,47,34.81,2017-18
Montgomery Senior High,Sweetwater Union High,San Diego,445,64,19,20,18,20,23,35.94,2017-18
,Vallecitos Elementary,San Diego,77,1,*,*,*,*,*,*,2017-18
Taylion San Diego Academy,Vallecitos Elementary,San Diego,77,1,*,*,*,*,*,*,2017-18
,Vista Unified,San Diego,2919,298,23,23,23,23,208,69.80,2017-18
SIATech,Vista Unified,San Diego,983,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
North County Trade Tech High,Vista Unified,San Diego,52,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Mission Vista High,Vista Unified,San Diego,418,121,25,26,24,24,105,86.78,2017-18
Guajome Learning Center,Vista Unified,San Diego,18,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Rancho Buena Vista High,Vista Unified,San Diego,528,87,22,23,23,22,59,67.82,2017-18
Guajome Park Academy Charter,Vista Unified,San Diego,135,17,23,24,23,23,14,82.35,2017-18
Vista High,Vista Unified,San Diego,566,73,20,20,20,21,30,41.10,2017-18
,Carlsbad Unified,San Diego,950,345,26,26,25,25,277,80.29,2017-18
Sage Creek High,Carlsbad Unified,San Diego,318,132,27,27,26,26,114,86.36,2017-18
Carlsbad High,Carlsbad Unified,San Diego,557,213,25,25,25,24,163,76.53,2017-18
Carlsbad Seaside Academy,Carlsbad Unified,San Diego,16,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
,Oceanside Unified,San Diego,1470,189,21,22,22,21,105,55.56,2017-18
Coastal Academy Charter,Oceanside Unified,San Diego,30,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Pacific View Charter,Oceanside Unified,San Diego,136,5,*,*,*,*,*,*,2017-18
Oceanside High,Oceanside Unified,San Diego,513,83,21,23,22,21,46,55.42,2017-18
